title,category,rating_num,price_gbp,price_bucket
Pet Sematary,Horror,3,10.56,low
Doctor Sleep (The Shining #2),Horror,2,40.12,high
Psycho: Sanitarium (Psycho #1.5),Horror,5,36.97,high
Can You Keep a Secret? (Fear Street Relaunch #4),Horror,1,48.64,high
Red Dragon (Hannibal Lecter #1),Horror,3,23.37,mid
Dracula the Un-Dead,Horror,5,35.63,high
Night Shift (Night Shift #1-20),Horror,4,12.75,low
Needful Things,Horror,4,47.51,high
Misery,Horror,2,34.79,mid
It,Horror,3,25.01,mid
'Salem's Lot,Horror,4,49.56,high
The Stand,Horror,2,57.86,high
The Girl with All the Gifts,Horror,3,49.47,high
House of Leaves,Horror,1,54.89,high
Sapiens: A Brief History of Humankind,History,5,54.23,high
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,1,25.52,mid
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,1,19.73,low
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,2,36.28,high
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,1,59.64,high
Zealot: The Life and Times of Jesus of Nazareth,History,3,24.7,mid
A Distant Mirror: The Calamitous 14th Century,History,3,14.58,low
1491: New Revelations of the Americas Before Columbus,History,3,21.8,mid
Brilliant Beacons: A History of the American Lighthouse,History,3,11.45,low
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,5,44.48,high
A Short History of Nearly Everything,History,5,52.4,high
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,2,39.67,high
Catherine the Great: Portrait of a Woman,History,4,58.55,high
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,5,42.91,high
The Hiding Place,History,4,55.91,high
America's War for the Greater Middle East: A Military History,History,2,51.22,high
The Guns of August,History,2,14.54,low
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,2,43.7,high
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Food and Drink,3,30.52,mid
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,1,56.41,high
My Paris Kitchen: Recipes and Stories,Food and Drink,2,33.37,mid
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,4,14.02,low
"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,1,40.11,high
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,5,37.34,high
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,2,37.6,high
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,1,41.25,high
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,3,42.16,high
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,3,28.77,mid
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,1,19.55,low
Barefoot Contessa Back to Basics,Food and Drink,1,28.01,mid
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,5,50.62,high
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,2,11.53,low
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,5,20.1,mid
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,1,38.77,high
Cravings: Recipes for What You Want to Eat,Food and Drink,3,20.5,mid
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,4,12.34,low
32 Yolks,Food and Drink,2,53.63,high
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,5,11.38,low
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,4,46.01,high
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,2,28.25,mid
The Barefoot Contessa Cookbook,Food and Drink,5,59.92,high
Better Homes and Gardens New Cook Book,Food and Drink,3,39.61,high
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,5,11.05,low
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,5,24.91,mid
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,2,13.66,low
The Smitten Kitchen Cookbook,Food and Drink,1,23.59,mid
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,3,34.32,mid
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,3,33.14,mid
Redeeming Love,Christian Fiction,5,20.47,mid
Close to You,Christian Fiction,4,49.46,high
Shadows of the Past (Logan Point #1),Christian Fiction,5,39.67,high
Like Never Before (Walker Family #2),Christian Fiction,2,28.77,mid
Counted With the Stars (Out from Egypt #1),Christian Fiction,5,17.97,low
If I Run (If I Run #1),Christian Fiction,4,49.97,high
The Dirty Little Secrets of Getting Your Dream Job,Business,4,33.34,mid
The Third Wave: An Entrepreneurâs Vision of the Future,Business,5,12.61,low
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,3,27.55,mid
Shoe Dog: A Memoir by the Creator of NIKE,Business,2,23.99,mid
Made to Stick: Why Some Ideas Survive and Others Die,Business,5,38.85,high
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,1,43.14,high
The Art of Startup Fundraising,Business,3,21.0,mid
Born for This: How to Find the Work You Were Meant to Do,Business,5,21.59,mid
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,1,36.91,high
"Rich Dad, Poor Dad",Business,1,51.74,high
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,3,33.92,mid
Rework,Business,2,44.88,high
Louisa: The Extraordinary Life of Mrs. Adams,Biography,2,16.85,low
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,2,21.15,mid
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,1,39.55,high
Benjamin Franklin: An American Life,Biography,3,48.19,high
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,3,42.57,high
In Her Wake,Thriller,1,12.84,low
The Elephant Tree,Thriller,5,23.82,mid
Behind Closed Doors,Thriller,4,52.22,high
You (You #1),Thriller,5,43.61,high
The Guilty (Will Robie #4),Thriller,2,13.82,low
The 14th Colony (Cotton Malone #11),Thriller,1,39.24,high
Give It Back,Thriller,2,18.32,low
Killing Floor (Jack Reacher #1),Thriller,4,31.49,mid
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,3,59.71,high
Far From True (Promise Falls Trilogy #2),Thriller,2,34.93,mid
The Travelers,Thriller,1,15.77,low
When We Collided,Contemporary,1,31.77,mid
Someone Like You (The Harrisons #2),Contemporary,5,52.79,high
We Are All Completely Beside Ourselves,Contemporary,1,24.04,mid
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,5,17.66,low
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,5,32.24,mid
Chasing Heaven: What Dying Taught Me About Living,Spirituality,2,37.8,high
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,1,20.91,mid
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,2,46.33,high
A New Earth: Awakening to Your Life's Purpose,Spirituality,5,55.65,high
Logan Kade (Fallen Crest High #5.5),Academic,2,13.12,low
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,1,46.35,high
How to Be Miserable: 40 Strategies You Already Use,Self Help,1,46.03,high
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,3,52.15,high
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,3,12.08,low
How to Stop Worrying and Start Living,Self Help,5,46.49,high
All the Light We Cannot See,Historical,5,29.87,mid
The Girl You Left Behind (The Girl You Left Behind #1),Historical,1,15.79,low
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,5,54.0,high
Crazy Love: Overwhelmed by a Relentless God,Christian,2,47.72,high
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,1,25.77,mid
Silence in the Dark (Logan Point #4),Suspense,3,58.33,high
The Grownup,Short Stories,1,35.88,high
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,5,54.81,high
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,3,49.05,high
"Eat Fat, Get Thin",Health,2,54.07,high
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,5,49.71,high
The Art and Science of Low Carbohydrate Living,Health,5,52.98,high
Libertarianism for Beginners,Politics,2,51.33,high
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,4,52.65,high
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,1,56.86,high
Amid the Chaos,Cultural,1,36.58,high
Dark Notes,Erotica,5,19.19,low
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,1,10.97,low
